Mz,pains,,fsp3,cacao,halflife,logs,logd,bioconcentration,igc50,lc50fm,lc50dm,npscore,chelator,Nr-ar,Nr-ar-lbd,Nr-ahr,Nr-aromatase,Nr-er,Nr-er-lbd,Nr-ppar-gamma,Sr-are,Sr-atad5,Sr-hse,Sr-mmp,Sr-p53
285.946167,0,0.176,-5.651,3.544,-7.116,4.223,2.196,4.475,5.417,7.646,,-1.625,0,0.2,0,0.8,0.2,0.2,0,0.2,0.4,0,0,0.8,0
287.950714,0,0.176,-5.651,3.544,-7.116,4.223,2.196,4.475,5.417,7.646,,-1.625,0,0.2,0,0.8,0.2,0.2,0,0.2,0.4,0,0,0.8,0
294.96109,0,0.176,-5.651,3.544,-7.116,4.223,2.196,4.475,5.417,7.646,,-1.625,0,0.2,0,0.8,0.2,0.2,0,0.2,0.4,0,0,0.8,0
301.990356,0,0.176,-5.651,3.544,-7.116,4.223,2.196,4.475,5.417,7.646,,-1.625,0,0.2,0,0.8,0.2,0.2,0,0.2,0.4,0,0,0.8,0
302.998413,0,0.176,-5.651,3.544,-7.116,4.223,2.196,4.475,5.417,7.646,,-1.625,0,0.2,0,0.8,0.2,0.2,0,0.2,0.4,0,0,0.8,0
305.952728,0,0.176,-5.651,3.544,-7.116,4.223,2.196,4.475,5.417,7.646,,-1.625,0,0.2,0,0.8,0.2,0.2,0,0.2,0.4,0,0,0.8,0
325.95816,0,0.176,-5.651,3.544,-7.116,4.223,2.196,4.475,5.417,7.646,,-1.625,0,0.2,0,0.8,0.2,0.2,0,0.2,0.4,0,0,0.8,0
331.932312,0,0.176,-5.651,3.544,-7.116,4.223,2.196,4.475,5.417,7.646,,-1.625,0,0.2,0,0.8,0.2,0.2,0,0.2,0.4,0,0,0.8,0
338.974396,0,0.176,-5.651,3.544,-7.116,4.223,2.196,4.475,5.417,7.646,,-1.625,0,0.2,0,0.8,0.2,0.2,0,0.2,0.4,0,0,0.8,0
341.911774,0,0.176,-5.651,3.544,-7.116,4.223,2.196,4.475,5.417,7.646,,-1.625,0,0.2,0,0.8,0.2,0.2,0,0.2,0.4,0,0,0.8,0
350.953674,0,0.176,-5.651,3.544,-7.116,4.223,2.196,4.475,5.417,7.646,,-1.625,0,0.2,0,0.8,0.2,0.2,0,0.2,0.4,0,0,0.8,0
351.93795,0,0.176,-5.651,3.544,-7.116,4.223,2.196,4.475,5.417,7.646,,-1.625,0,0.2,0,0.8,0.2,0.2,0,0.2,0.4,0,0,0.8,0
397.513672,0,0.176,-5.651,3.544,-7.116,4.223,2.196,4.475,5.417,7.646,,-1.625,0,0.2,0,0.8,0.2,0.2,0,0.2,0.4,0,0,0.8,0
397.52496,0,0.176,-5.651,3.544,-7.116,4.223,2.196,4.475,5.417,7.646,,-1.625,0,0.2,0,0.8,0.2,0.2,0,0.2,0.4,0,0,0.8,0
403.69101,0,0.176,-5.651,3.544,-7.116,4.223,2.196,4.475,5.417,7.646,,-1.625,0,0.2,0,0.8,0.2,0.2,0,0.2,0.4,0,0,0.8,0
408.999451,0,0.176,-5.651,3.544,-7.116,4.223,2.196,4.475,5.417,7.646,,-1.625,0,0.2,0,0.8,0.2,0.2,0,0.2,0.4,0,0,0.8,0
432.981384,0,0.176,-5.651,3.544,-7.116,4.223,2.196,4.475,5.417,7.646,,-1.625,0,0.2,0,0.8,0.2,0.2,0,0.2,0.4,0,0,0.8,0
445.958893,0,0.176,-5.651,3.544,-7.116,4.223,2.196,4.475,5.417,7.646,,-1.625,0,0.2,0,0.8,0.2,0.2,0,0.2,0.4,0,0,0.8,0
452.988678,0,0.176,-5.651,3.544,-7.116,4.223,2.196,4.475,5.417,7.646,,-1.625,0,0.2,0,0.8,0.2,0.2,0,0.2,0.4,0,0,0.8,0
456.893433,0,0.176,-5.651,3.544,-7.116,4.223,2.196,4.475,5.417,7.646,,-1.625,0,0.2,0,0.8,0.2,0.2,0,0.2,0.4,0,0,0.8,0
462.733948,0,0.176,-5.651,3.544,-7.116,4.223,2.196,4.475,5.417,7.646,,-1.625,0,0.2,0,0.8,0.2,0.2,0,0.2,0.4,0,0,0.8,0
468.958923,0,0.176,-5.651,3.544,-7.116,4.223,2.196,4.475,5.417,7.646,,-1.625,0,0.2,0,0.8,0.2,0.2,0,0.2,0.4,0,0,0.8,0
488.965851,0,0.176,-5.651,3.544,-7.116,4.223,2.196,4.475,5.417,7.646,,-1.625,0,0.2,0,0.8,0.2,0.2,0,0.2,0.4,0,0,0.8,0
